,x,y
0,12.597651169698954,67.47476421550923
1,17.464273822204735,69.5490236408829
2,13.508153599359565,71.9918262622872
3,22.115689353864127,75.56336009443658
4,22.279029123783527,73.72166133767789
5,29.96734450223457,74.35051922833618
6,37.0550056692443,73.30834468451312
7,43.05447018123794,67.98040976340977
8,46.62867280352253,63.45262193034601
9,46.77593066078335,63.3590418338136
10,46.80342360511238,63.13904794151503
11,46.635302493649924,63.62221050566233
12,45.417888401433714,65.05884858271084
13,44.245391567489634,66.50241898017426
14,44.44533282014305,65.77896866687611
15,49.18972047055544,60.33287784774934
16,50.914125407806814,58.15711747472107
17,51.46278052432722,57.658927231675584
18,55.8224274203539,52.11693636439445
19,55.202816495370136,53.49075356653244
20,60.69997877830403,47.277117786430146
21,55.608535198483985,47.495997099126846
22,50.877429951841556,41.206741644752945
23,47.77852666474042,38.089429147509534
24,45.82008724062199,35.44717394992795
25,40.155401506323976,28.36744729488258
26,36.47902667187704,24.38835326033988
27,41.88887279100191,30.589762593911825
28,46.16160515488184,36.04419413639614
29,12.310134262350665,67.10732155723923
30,11.528390109063047,32.49047437366996
31,13.603995531378608,30.944921412480593
32,15.068343698213063,32.042609091069195
33,21.6613694224882,28.02733563011462
34,26.718548476224388,26.643973602594798
35,28.910787198419293,26.91911697268668
36,31.360137039035124,26.952227803394923
37,38.1828703662795,26.04754649617685
38,37.13079371673667,24.523818374261577
39,35.74411079304679,23.147049793207472
40,36.8623349539459,24.66336157941154
