,x,y
0,26.684728097140137,53.737186345749414
1,26.43474063352074,54.73516033063678
2,31.658836584071757,64.52413729795641
3,27.15845959159656,56.621210691352466
4,26.802708292241313,54.78595502756516
5,29.301884754407833,63.759579066928566
6,32.11207644789469,65.09197973671795
7,29.18863466946349,60.75518359674908
8,27.62663518364405,56.8503066260161
9,28.462224743075275,60.40764572978312
10,30.10173374567848,63.51658653017394
11,27.634421036964817,58.2552486121576
12,33.39886646393669,67.33732379023655
13,38.73046992800503,71.44132519253178
14,40.258501252015016,72.23591905268921
15,44.273935599763284,76.92807168457831
16,56.74238969717645,76.55710364455389
17,64.31824400909827,74.19944022543618
18,68.80799546214558,72.09645857966733
19,68.78816016980507,72.57949832042694
20,76.40789327058641,29.920598962322877
21,64.18975874924308,21.384224251841346
22,50.131656703193826,19.849511489851633
23,48.78983148604297,19.85013963989864
24,36.448089268646875,24.581653447905268
25,35.64432010395401,26.018116607901923
26,31.427763485067675,30.056406850411395
27,40.30432692324181,21.752585211565645
28,42.171772631530196,22.250454849128342
29,24.93142638900563,51.60140724205428
30,26.450104327293904,52.958352101571
31,23.72041755382491,50.78635941010241
32,24.056043880323777,40.81950464181749
33,25.627079874341128,51.965193847725
34,26.812553681077276,42.238302044796455
35,27.4650950187823,39.66640386310897
36,26.479420515069435,39.56206360246852
37,28.176876921512363,36.13800119053108
38,29.672491285449585,30.99136694415418
39,31.714982007867764,30.643319140897635
40,36.734775092359655,25.470076422735865
