,x,y
0,22.063713029112616,51.346426771430544
1,20.96612671488814,58.464561190336255
2,23.201888762610583,62.33781135434543
3,25.287363436478536,64.9659235979755
4,27.76849282650081,65.58366568099675
5,27.466803649938285,65.0660578685776
6,27.456716190804208,65.02480544129303
7,26.261195669204334,61.59502702745028
8,28.224456496035398,62.266669399877536
9,26.722805704871714,57.621032439551996
10,32.19191763086939,65.84259626925116
11,34.103752450462004,68.33904923250358
12,37.98443546879787,71.74803742084252
13,41.930146846844345,73.14835948233421
14,50.605850831180504,75.60505519963279
15,52.28621512190754,75.84200650767107
16,59.456147965672066,73.24329087940217
17,60.697481265866074,67.9570117111779
18,64.09644845485805,63.71581404285913
19,64.26491712276396,61.203279211558275
20,66.63503484833994,45.58888027800751
21,62.62461508012483,33.96815409470681
22,50.054871359651976,29.73708270782248
23,50.16562352224578,22.63973419484072
24,43.30828839233444,22.186903790915043
25,38.45153228767033,24.790472490617326
26,40.69324999464466,22.311569695737447
27,40.32944509970167,23.223539110584653
28,49.1664793959813,21.43095751582855
29,22.71844507370528,51.43558547154297
30,22.404053738661776,50.567400952026006
31,22.6479522786495,47.16827383746408
32,22.894767557977833,42.95387958969078
33,23.308491704022508,41.07077135429708
34,24.56017578325534,36.84295493141187
35,25.88664554064368,35.97657898239679
36,26.552555396765012,34.79580606818548
37,28.123562260712948,30.883453964354853
38,32.64436885963727,28.765412416215682
39,33.9197265093043,24.86957156851622
40,35.65709033500238,22.89417420692893
