,x,y
0,18.002270221572942,58.4222802593606
1,20.02739284485327,63.83297258097044
2,22.62683497883232,67.91123572416507
3,23.893875416829218,72.44997734170579
4,25.975087785211986,71.39469437316694
5,29.215122105003807,72.61598154596129
6,27.02345745221284,70.48083311157926
7,39.76632810620583,60.28526363889431
8,39.055559932434,59.16812661104918
9,38.8808203980557,59.49262278761699
10,39.078947821807866,60.48770045015136
11,42.07558526559353,62.69352633771685
12,44.89307078761771,65.15244484045218
13,45.64559449637768,65.96278372419854
14,49.44207687071614,66.61634361233862
15,51.46273748538824,65.77333464723316
16,52.06732927092291,66.98408993007965
17,53.401585350563565,65.45735312496777
18,57.791708606386116,63.664232593060575
19,60.319265193807745,63.17703085911579
20,66.2471129373492,49.60371287337638
21,62.27094050670749,33.75795151258468
22,52.08489691926055,31.207677780867993
23,51.61700668881993,31.925230266557687
24,46.71268619490762,30.811313306223006
25,38.30050281936097,16.606494518909546
26,37.40052515831538,16.170935619529256
27,46.07865846491098,31.698470787257474
28,48.706798463170216,30.74148353660997
29,19.307601215181684,59.95318245265528
30,19.64725033129244,53.59984124942616
31,18.405223150428572,48.70838586215589
32,19.033043004749587,44.18284171613349
33,19.771678699915704,41.07212929217863
34,21.411422513683597,34.483465244006254
35,22.5812673258519,31.638159312470563
36,23.593821430634318,30.168949168917273
37,26.447352365797656,26.487694121792327
38,29.55989576479991,22.882468938348346
39,31.566162206967288,20.84620607232298
40,34.73816230682657,16.514103100875055
